file,conf,method,vol_auc,slice_auc
BRATS_400.nii.gz,0.9618,tcav_edema,0.084321,0.890000
BRATS_400.nii.gz,0.9618,tcav_enhancing,0.078416,0.889063
BRATS_400.nii.gz,0.9618,tcav_non_enhancing,0.078423,0.888578
BRATS_400.nii.gz,0.9618,random,0.191436,0.917183
BRATS_405.nii.gz,0.9813,gradcam,0.744364,0.976455
BRATS_405.nii.gz,0.9813,ig,0.946231,0.981597
BRATS_405.nii.gz,0.9813,occlusion,0.930882,0.978627
BRATS_405.nii.gz,0.9813,tcav_edema,0.987195,0.982885
BRATS_405.nii.gz,0.9813,tcav_enhancing,0.988159,0.982792
BRATS_405.nii.gz,0.9813,tcav_non_enhancing,0.987992,0.982941
BRATS_405.nii.gz,0.9813,random,0.974062,0.981086
BRATS_410.nii.gz,0.9993,gradcam,0.093283,0.996559
BRATS_410.nii.gz,0.9993,ig,0.058850,0.996332
BRATS_410.nii.gz,0.9993,occlusion,0.053638,0.996521
BRATS_410.nii.gz,0.9993,tcav_edema,0.070360,0.996783
BRATS_410.nii.gz,0.9993,tcav_enhancing,0.060657,0.996753
BRATS_410.nii.gz,0.9993,tcav_non_enhancing,0.066377,0.996647
BRATS_410.nii.gz,0.9993,random,0.245238,0.997294
BRATS_414.nii.gz,0.9999,gradcam,0.056661,0.999648
BRATS_414.nii.gz,0.9999,ig,0.069429,0.999764
BRATS_414.nii.gz,0.9999,occlusion,0.052435,0.999688
BRATS_414.nii.gz,0.9999,tcav_edema,0.061039,0.999574
BRATS_414.nii.gz,0.9999,tcav_enhancing,0.048887,0.999460
BRATS_414.nii.gz,0.9999,tcav_non_enhancing,0.044929,0.999435
BRATS_414.nii.gz,0.9999,random,0.191940,0.999815
BRATS_418.nii.gz,0.9666,gradcam,0.887249,0.960137
BRATS_418.nii.gz,0.9666,ig,0.973158,0.962968
BRATS_418.nii.gz,0.9666,occlusion,0.712066,0.946265
BRATS_418.nii.gz,0.9666,tcav_edema,0.949868,0.964927
BRATS_418.nii.gz,0.9666,tcav_enhancing,0.961194,0.965203
BRATS_418.nii.gz,0.9666,tcav_non_enhancing,0.984075,0.964981
BRATS_418.nii.gz,0.9666,random,0.965202,0.963025
BRATS_427.nii.gz,0.9657,gradcam,0.058865,0.938870
BRATS_427.nii.gz,0.9657,ig,0.091919,0.950381
BRATS_427.nii.gz,0.9657,occlusion,0.127480,0.932335
BRATS_427.nii.gz,0.9657,tcav_edema,0.057118,0.937225
BRATS_427.nii.gz,0.9657,tcav_enhancing,0.094576,0.944129
BRATS_427.nii.gz,0.9657,tcav_non_enhancing,0.064968,0.944323
BRATS_427.nii.gz,0.9657,random,0.258663,0.945724
BRATS_429.nii.gz,0.9327,gradcam,0.643032,0.918331
BRATS_429.nii.gz,0.9327,ig,0.949824,0.929148
BRATS_429.nii.gz,0.9327,occlusion,0.678053,0.899443
BRATS_429.nii.gz,0.9327,tcav_edema,0.987815,0.929877
BRATS_429.nii.gz,0.9327,tcav_enhancing,0.986049,0.931094
BRATS_429.nii.gz,0.9327,tcav_non_enhancing,0.981214,0.931479
BRATS_429.nii.gz,0.9327,random,0.932222,0.920275
BRATS_437.nii.gz,0.9995,gradcam,0.092208,0.996109
BRATS_437.nii.gz,0.9995,ig,0.126723,0.996255
BRATS_437.nii.gz,0.9995,occlusion,0.062459,0.995601
BRATS_437.nii.gz,0.9995,tcav_edema,0.056653,0.994948
BRATS_437.nii.gz,0.9995,tcav_enhancing,0.073739,0.995609
BRATS_437.nii.gz,0.9995,tcav_non_enhancing,0.078349,0.995691
BRATS_437.nii.gz,0.9995,random,0.072011,0.997620
BRATS_444.nii.gz,0.9809,gradcam,0.931599,0.980334
BRATS_444.nii.gz,0.9809,ig,0.949479,0.981254
BRATS_444.nii.gz,0.9809,occlusion,0.934745,0.972752
BRATS_444.nii.gz,0.9809,tcav_edema,0.982707,0.980786
BRATS_444.nii.gz,0.9809,tcav_enhancing,0.982999,0.980520
BRATS_444.nii.gz,0.9809,tcav_non_enhancing,0.972579,0.980734
BRATS_444.nii.gz,0.9809,random,0.952064,0.981111
BRATS_446.nii.gz,0.9993,gradcam,0.044087,0.996880
BRATS_446.nii.gz,0.9993,ig,0.098263,0.996455
BRATS_446.nii.gz,0.9993,occlusion,0.047891,0.997046
BRATS_446.nii.gz,0.9993,tcav_edema,0.078988,0.996079
BRATS_446.nii.gz,0.9993,tcav_enhancing,0.348161,0.996849
BRATS_446.nii.gz,0.9993,tcav_non_enhancing,0.315771,0.996792
BRATS_446.nii.gz,0.9993,random,0.355971,0.997569
BRATS_449.nii.gz,0.9870,gradcam,0.047414,0.977362
BRATS_449.nii.gz,0.9870,ig,0.084110,0.975972
BRATS_449.nii.gz,0.9870,occlusion,0.062764,0.977509
BRATS_449.nii.gz,0.9870,tcav_edema,0.065118,0.976951
BRATS_449.nii.gz,0.9870,tcav_enhancing,0.087218,0.979569
BRATS_449.nii.gz,0.9870,tcav_non_enhancing,0.087448,0.979622
BRATS_449.nii.gz,0.9870,random,0.329925,0.981082
BRATS_460.nii.gz,1.0000,gradcam,0.653606,0.999998
BRATS_460.nii.gz,1.0000,ig,0.096912,0.999998
BRATS_460.nii.gz,1.0000,occlusion,0.332190,0.999998
BRATS_460.nii.gz,1.0000,tcav_edema,0.068735,0.999999
BRATS_460.nii.gz,1.0000,tcav_enhancing,0.054159,0.999999
BRATS_460.nii.gz,1.0000,tcav_non_enhancing,0.065693,0.999999
BRATS_460.nii.gz,1.0000,random,0.296161,0.999999
BRATS_467.nii.gz,0.9954,gradcam,0.924814,0.994750
BRATS_467.nii.gz,0.9954,ig,0.965529,0.995271
BRATS_467.nii.gz,0.9954,occlusion,0.872470,0.994336
BRATS_467.nii.gz,0.9954,tcav_edema,0.991376,0.995611
BRATS_467.nii.gz,0.9954,tcav_enhancing,0.974017,0.995529
BRATS_467.nii.gz,0.9954,tcav_non_enhancing,0.975816,0.995568
BRATS_467.nii.gz,0.9954,random,0.933165,0.995031
BRATS_468.nii.gz,0.5054,gradcam,0.440359,0.486567
BRATS_468.nii.gz,0.5054,ig,0.942682,0.539261
BRATS_468.nii.gz,0.5054,occlusion,0.275452,0.470874
BRATS_468.nii.gz,0.5054,tcav_edema,0.959820,0.540344
BRATS_468.nii.gz,0.5054,tcav_enhancing,0.957174,0.550904
BRATS_468.nii.gz,0.5054,tcav_non_enhancing,0.971526,0.544364
BRATS_468.nii.gz,0.5054,random,0.850490,0.501735
BRATS_477.nii.gz,1.0000,gradcam,0.057543,0.999991
BRATS_477.nii.gz,1.0000,ig,0.078621,0.999991
BRATS_477.nii.gz,1.0000,occlusion,0.068422,0.999991
BRATS_477.nii.gz,1.0000,tcav_edema,0.085666,0.999991
BRATS_477.nii.gz,1.0000,tcav_enhancing,0.089850,0.999991
BRATS_477.nii.gz,1.0000,tcav_non_enhancing,0.113205,0.999991
BRATS_477.nii.gz,1.0000,random,0.297508,0.999994
